"Domain","Base Domain","URL","Branch","Agency","State","Redirect","Sources","Compliant with M-15-13 and BOD 18-01","Enforces HTTPS","Strict Transport Security (HSTS)","Free of RC4/3DES and SSLv2/SSLv3","3DES","RC4","SSLv2","SSLv3","Preloaded"
"ammerthal.de","ammerthal.de","https://www.ammerthal.de","","Ammerthal","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amnf.de","amnf.de","https://www.amnf.de","","Kolkerheide","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amoeneburg.de","amoeneburg.de","http://amoeneburg.de","","Amöneburg","HE","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"amorbach.de","amorbach.de","https://www.amorbach.de","","Amorbach","BY","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"ampfing.de","ampfing.de","http://www.ampfing.de","","Ampfing","BY","No","dotgov","No","No","No","","","","","","No"
"amstetten.de","amstetten.de","http://www.amstetten.de","","Amstetten","BW","No","dotgov","No","No","No","","","","","","No"
"amt-altdoebern.de","amt-altdoebern.de","https://www.amt-altdoebern.de","","Bronkow","BB","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-am-peenestrom.de","amt-am-peenestrom.de","http://amt-am-peenestrom.de","","Zemitz","MV","No","dotgov","No","No","No","","","","","","No"
"amt-am-stettiner-haff.de","amt-am-stettiner-haff.de","https://www.amt-am-stettiner-haff.de","","Lübs","MV","No","dotgov","No","Yes","No","No","Yes","No","No","No","No"
"amt-anklam-land.de","amt-anklam-land.de","https://amt-anklam-land.de","","Iven","MV","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-bad-bramstedt-land.de","amt-bad-bramstedt-land.de","https://www.amt-bad-bramstedt-land.de","","Hardebek","SH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-bad-oldesloe-land.de","amt-bad-oldesloe-land.de","https://www.amt-bad-oldesloe-land.de","","Travenbrück","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-badwilsnack-weisen.de","amt-badwilsnack-weisen.de","http://amt-badwilsnack-weisen.de","","Legde/Quitzöbel","BB","No","dotgov","No","No","No","","","","","","No"
"amt-barth.de","amt-barth.de","https://www.amt-barth.de","","Pruchten","MV","No","dotgov","No","No","No","","","","","","No"
"amt-bco.de","amt-bco.de","http://amt-bco.de","","Oderberg","BB","No","dotgov","No","No","No","","","","","","No"
"amt-bergen-auf-ruegen.de","amt-bergen-auf-ruegen.de","http://amt-bergen-auf-ruegen.de","","Parchtitz","MV","Yes","dotgov","No","No","No","","","","","","No"
"amt-berkenthin.de","amt-berkenthin.de","http://amt-berkenthin.de","","Klempau","SH","Yes","dotgov","No","No","No","","","","","","No"
"amt-bokhorst-wankendorf.de","amt-bokhorst-wankendorf.de","https://amt-bokhorst-wankendorf.de","","Schillsdorf","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-boostedt-rickling.de","amt-boostedt-rickling.de","http://amt-boostedt-rickling.de","","Daldorf","SH","No","dotgov","No","No","No","","","","","","No"
"amt-bornhoeved.de","amt-bornhoeved.de","https://www.amt-bornhoeved.de","","Gönnebek","SH","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-breitenburg.de","amt-breitenburg.de","http://amt-breitenburg.de","","Westermoor","SH","No","dotgov","No","No","No","","","","","","No"
"amt-brueck.de","amt-brueck.de","http://www.amt-brueck.de","","Planebruch","BB","No","dotgov","No","No","No","","","","","","No"
"amt-bruessow.de","amt-bruessow.de","http://www.amt-bruessow.de","","Brüssow","BB","No","dotgov","No","No","No","","","","","","No"
"amt-buechen.eu","amt-buechen.eu","http://www.amt-buechen.eu","","Witzeeze","SH","No","dotgov","No","No","No","","","","","","No"
"amt-buesum-wesselburen.de","amt-buesum-wesselburen.de","https://amt-buesum-wesselburen.de","","Friedrichsgabekoog","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-buetzow-land.de","amt-buetzow-land.de","http://amt-buetzow-land.de","","Dreetz","MV","Yes","dotgov","No","No","No","","","","","","No"
"amt-burg-spreewald.de","amt-burg-spreewald.de","https://www.amt-burg-spreewald.de","","Briesen","BB","No","dotgov","No","Yes","No","","","","","","No"
"amt-burg-st-michaelisdonn.de","amt-burg-st-michaelisdonn.de","http://amt-burg-st-michaelisdonn.de","","Hochdonn","SH","No","dotgov","No","No","No","","","","","","No"
"amt-crivitz.de","amt-crivitz.de","https://www.amt-crivitz.de","","Bülow","MV","No","dotgov","No","Yes","No","","","","","","No"
"amt-daenischenhagen.de","amt-daenischenhagen.de","https://www.amt-daenischenhagen.de","","Dänischenhagen","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-daenischer-wohld.de","amt-daenischer-wohld.de","https://www.amt-daenischer-wohld.de","","Neudorf-Bornstein","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-demmin-land.de","amt-demmin-land.de","https://www.amt-demmin-land.de","","Beggerow","MV","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-doberan-land.de","amt-doberan-land.de","https://www.amt-doberan-land.de","","Hohenfelde","MV","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-doebern-land.de","amt-doebern-land.de","http://www.amt-doebern-land.de","","Felixsee","BB","No","dotgov","No","No","No","","","","","","No"
"amt-dorfmecklenburg-badkleinen.de","amt-dorfmecklenburg-badkleinen.de","https://www.amt-dorfmecklenburg-badkleinen.de","","Bobitz","MV","No","dotgov","No","Yes","No","","","","","","No"
"amt-eggebek.de","amt-eggebek.de","http://www.amt-eggebek.de","","Janneby","SH","Yes","dotgov","No","No","No","","","","","","No"
"amt-eider.de","amt-eider.de","https://amt-eider.de","","Norderheistedt","SH","No","dotgov","Yes","Yes","Yes","Yes","No","No","No","No","No"
"amt-eiderkanal.de","amt-eiderkanal.de","http://www.amt-eiderkanal.de","","Ostenfeld (Rendsburg)","SH","No","dotgov","No","No","No","","","","","","No"
"amt-eiderstedt.de","amt-eiderstedt.de","http://www.amt-eiderstedt.de","","Osterhever","SH","No","dotgov","No","No","No","","","","","","No"
"amt-eldenburg-luebz.de","amt-eldenburg-luebz.de","https://www.amt-eldenburg-luebz.de","","Passow","MV","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-fahoe.de","amt-fahoe.de","http://amt-fahoe.de","","Falkenberg","BB","No","dotgov","No","No","No","","","","","","No"
"amt-ferdinandshof.de","amt-ferdinandshof.de","http://amt-ferdinandshof.de","","Heinrichswalde","MV","No","dotgov","No","No","No","","","","","","No"
"amt-foehr-amrum.de","amt-foehr-amrum.de","http://amt-foehr-amrum.de","","Nebel","SH","No","dotgov","No","No","No","No","Yes","No","No","Yes","No"
"amt-franzburg-richtenberg.de","amt-franzburg-richtenberg.de","https://amt-franzburg-richtenberg.de","","Richtenberg","MV","No","dotgov","No","Yes","No","","","","","","No"
"amt-friesack.de","amt-friesack.de","http://www.amt-friesack.de","","Wiesenaue","BB","No","dotgov","No","No","No","","","","","","No"
"amt-geltingerbucht.de","amt-geltingerbucht.de","https://amt-geltingerbucht.de","","Rabenholz","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-gerswalde.de","amt-gerswalde.de","https://www.amt-gerswalde.de","","Milmersdorf","BB","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-gnoien.de","amt-gnoien.de","http://www.amt-gnoien.de","","Altkalen","MV","No","dotgov","No","No","No","","","","","","No"
"amt-goldberg-mildenitz.de","amt-goldberg-mildenitz.de","https://www.amt-goldberg-mildenitz.de","","Dobbertin","MV","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-golssener-land.de","amt-golssener-land.de","http://amt-golssener-land.de","","Drahnsdorf","BB","No","dotgov","No","No","No","","","","","","No"
"amt-golzow.de","amt-golzow.de","https://www.amt-golzow.de","","Zechin","BB","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-grosser-ploener-see.de","amt-grosser-ploener-see.de","http://amt-grosser-ploener-see.de","","Rantzau","SH","No","dotgov","No","No","No","","","","","","No"
"amt-guestrow-land.de","amt-guestrow-land.de","https://amt-guestrow-land.de","","Groß Schwiesow","MV","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-hagenow-land.de","amt-hagenow-land.de","https://amt-hagenow-land.de","","Bandenitz","MV","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-heider-umland.de","amt-heider-umland.de","https://www.amt-heider-umland.de","","Wesseln","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-hoernerkirchen.de","amt-hoernerkirchen.de","http://amt-hoernerkirchen.de","","Bokel","SH","Yes","dotgov","No","No","No","","","","","","No"
"amt-hohner-harde.de","amt-hohner-harde.de","http://amt-hohner-harde.de","","Elsdorf-Westermühlen","SH","Yes","dotgov","No","No","No","","","","","","No"
"amt-horst-herzhorn.de","amt-horst-herzhorn.de","https://www.amt-horst-herzhorn.de","","Borsfleth","SH","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-huettener-berge.de","amt-huettener-berge.de","https://www.amt-huettener-berge.de","","Holzbunge","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-itzehoe-land.de","amt-itzehoe-land.de","https://www.amt-itzehoe-land.de","","Hodorf","SH","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-jarmen-tutow.de","amt-jarmen-tutow.de","https://amt-jarmen-tutow.de","","Daberkow","MV","No","dotgov","No","Yes","No","","","","","","No"
"amt-jevenstedt.de","amt-jevenstedt.de","https://www.amt-jevenstedt.de","","Jevenstedt","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-joachimsthal.de","amt-joachimsthal.de","https://www.amt-joachimsthal.de","","Friedrichswalde","BB","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-kellinghusen.de","amt-kellinghusen.de","https://www.amt-kellinghusen.de","","Hingstheide","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-kisdorf.de","amt-kisdorf.de","http://amt-kisdorf.de","","Struvenhütten","SH","No","dotgov","No","No","No","","","","","","No"
"amt-krakow-am-see.de","amt-krakow-am-see.de","https://www.amt-krakow-am-see.de","","Hoppenrade","MV","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-krempermarsch.de","amt-krempermarsch.de","https://www.amt-krempermarsch.de","","Bahrenfleth","SH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-laage.de","amt-laage.de","http://www.amt-laage.de","","Diekhof","MV","No","dotgov","No","No","No","","","","","","No"
"amt-landhagen.de","amt-landhagen.de","http://amt-landhagen.de","","Hinrichshagen","MV","Yes","dotgov","No","No","No","","","","","","No"
"amt-lauenburgische-seen.de","amt-lauenburgische-seen.de","https://www.amt-lauenburgische-seen.de","","Groß Disnack","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-lebus.de","amt-lebus.de","https://www.amt-lebus.de","","Zeschdorf","BB","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-leezen.de","amt-leezen.de","http://amt-leezen.de","","Högersdorf","SH","No","dotgov","No","No","No","","","","","","No"
"amt-lieberose-oberspreewald.de","amt-lieberose-oberspreewald.de","http://amt-lieberose-oberspreewald.de","","Alt Zauche-Wußwerk","BB","Yes","dotgov","No","No","No","","","","","","No"
"amt-lindow-mark.de","amt-lindow-mark.de","http://amt-lindow-mark.de","","Vielitzsee","BB","No","dotgov","No","No","No","No","Yes","No","No","No","No"
"amt-ludwigslust-land.de","amt-ludwigslust-land.de","https://www.amt-ludwigslust-land.de","","Leussow","MV","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-luetjenburg.de","amt-luetjenburg.de","http://amt-luetjenburg.de","","Högsdorf","SH","No","dotgov","No","No","No","","","","","","No"
"amt-malchin-am-kummerower-see.de","amt-malchin-am-kummerower-see.de","http://www.amt-malchin-am-kummerower-see.de","","Faulenrost","MV","No","dotgov","No","No","No","","","","","","No"
"amt-malchow.de","amt-malchow.de","http://amt-malchow.de","","Silz","MV","Yes","dotgov","No","No","No","","","","","","No"
"amt-marne-nordsee.de","amt-marne-nordsee.de","https://www.amt-marne-nordsee.de","","Diekhusen-Fahrstedt","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-mecklenburgische-kleinseenplatte.de","amt-mecklenburgische-kleinseenplatte.de","http://amt-mecklenburgische-kleinseenplatte.de","","Wustrow","MV","No","dotgov","No","No","No","","","","","","No"
"amt-mecklenburgische-schweiz.de","amt-mecklenburgische-schweiz.de","https://www.amt-mecklenburgische-schweiz.de","","Schwasdorf","MV","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-miltzow.de","amt-miltzow.de","https://www.amt-miltzow.de","","Wittenhagen","MV","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-mittelangeln.de","amt-mittelangeln.de","https://www.amt-mittelangeln.de","","Mittelangeln","SH","No","dotgov","Yes","Yes","Yes","","","","","","No"
"amt-mittelholstein.de","amt-mittelholstein.de","https://www.amt-mittelholstein.de","","Wapelfeld","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-moenchgut.de","amt-moenchgut.de","http://amt-moenchgut.de","","Zirkow","MV","No","dotgov","No","No","No","","","","","","No"
"amt-moorrege.de","amt-moorrege.de","https://amt-moorrege.de","","Heidgraben","SH","No","dotgov","No","Yes","No","","","","","","No"
"amt-nennhausen.de","amt-nennhausen.de","https://www.amt-nennhausen.de","","Kotzen","BB","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-neuburg.de","amt-neuburg.de","https://amt-neuburg.de","","Neuburg","MV","No","dotgov","No","Yes","No","","","","","","No"
"amt-neuhardenberg.de","amt-neuhardenberg.de","http://www.amt-neuhardenberg.de","","Neuhardenberg","BB","No","dotgov","No","No","No","","","","","","No"
"amt-neuhaus.de","amt-neuhaus.de","http://www.amt-neuhaus.de","","Amt Neuhaus","NI","No","dotgov","No","No","No","","","","","","No"
"amt-neverin.de","amt-neverin.de","http://amt-neverin.de","","Neverin","MV","Yes","dotgov","No","No","No","","","","","","No"
"amt-niemegk.de","amt-niemegk.de","http://www.amt-niemegk.de","","Mühlenfließ","BB","No","dotgov","No","No","No","","","","","","No"
"amt-niepars.de","amt-niepars.de","http://www.amt-niepars.de","","Jakobsdorf","MV","No","dotgov","No","No","No","","","","","","No"
"amt-nord-ruegen.de","amt-nord-ruegen.de","https://www.amt-nord-ruegen.de","","Altenkirchen","MV","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-nordsee-treene.de","amt-nordsee-treene.de","http://www.amt-nordsee-treene.de","","Fresendelf","SH","No","dotgov","No","No","No","","","","","","No"
"amt-nordstormarn.de","amt-nordstormarn.de","http://amt-nordstormarn.de","","Westerau","SH","No","dotgov","No","No","No","","","","","","No"
"amt-nortorfer-land.de","amt-nortorfer-land.de","https://www.amt-nortorfer-land.de","","Krogaspe","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-oder-welse.de","amt-oder-welse.de","http://www.amt-oder-welse.de","","Schöneberg","BB","No","dotgov","No","No","No","","","","","","No"
"amt-oldenburg-land.de","amt-oldenburg-land.de","https://amt-oldenburg-land.de","","Neukirchen","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-ostholstein-mitte.de","amt-ostholstein-mitte.de","https://www.amt-ostholstein-mitte.de","","Altenkrempe","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-parchimer-umland.de","amt-parchimer-umland.de","https://www.amt-parchimer-umland.de","","Spornitz","MV","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-pinnau.de","amt-pinnau.de","http://amt-pinnau.de","","Tangstedt","SH","No","dotgov","No","No","No","","","","","","No"
"amt-probstei.de","amt-probstei.de","https://www.amt-probstei.de","","Prasdorf","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-rantzau.de","amt-rantzau.de","https://www.amt-rantzau.de","","Bullenkuhlen","SH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-roebel-mueritz.de","amt-roebel-mueritz.de","https://www.amt-roebel-mueritz.de","","Leizen","MV","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-rostocker-heide.de","amt-rostocker-heide.de","https://www.amt-rostocker-heide.de","","Bentwisch","MV","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-ruhland.de","amt-ruhland.de","https://www.amt-ruhland.de","","Ruhland","BB","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-sandesneben-nusse.de","amt-sandesneben-nusse.de","https://amt-sandesneben-nusse.de","","Kühsen","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-schafflund.de","amt-schafflund.de","https://www.amt-schafflund.de","","Jardelund","SH","No","dotgov","No","No","No","","","","","","No"
"amt-scharmuetzelsee.de","amt-scharmuetzelsee.de","https://www.amt-scharmuetzelsee.de","","Wendisch Rietz","BB","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-schenefeld.de","amt-schenefeld.de","https://www.amt-schenefeld.de","","Oldenborstel","SH","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-schenkenlaendchen.de","amt-schenkenlaendchen.de","http://www.amt-schenkenlaendchen.de","","Schwerin","BB","No","dotgov","No","No","No","","","","","","No"
"amt-schlaubetal.de","amt-schlaubetal.de","https://www.amt-schlaubetal.de","","Ragow-Merz","BB","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-schlei-ostsee.de","amt-schlei-ostsee.de","https://www.amt-schlei-ostsee.de","","Dörphof","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-schradenland.de","amt-schradenland.de","https://www.amt-schradenland.de","","Merzdorf","BB","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-schwaan.de","amt-schwaan.de","http://www.amt-schwaan.de","","Schwaan","MV","Yes","dotgov","No","No","No","","","","","","No"
"amt-schwarzenbek-land.de","amt-schwarzenbek-land.de","https://amt-schwarzenbek-land.de","","Grove","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-seelow-land.de","amt-seelow-land.de","http://www.amt-seelow-land.de","","Fichtenhöhe","BB","No","dotgov","No","No","No","","","","","","No"
"amt-seenlandschaft-waren.de","amt-seenlandschaft-waren.de","http://www.amt-seenlandschaft-waren.de","","Torgelow am See","MV","Yes","dotgov","No","No","No","","","","","","No"
"amt-selent-schlesen.de","amt-selent-schlesen.de","https://www.amt-selent-schlesen.de","","Lammershagen","SH","No","dotgov","No","Yes","No","Yes","No","No","No","No","No"
"amt-slw.de","amt-slw.de","https://www.amt-slw.de","","Hohen Wangelin","MV","No","dotgov","No","Yes","Yes","No","Yes","No","No","No","No"
"amt-spreenhagen.de","amt-spreenhagen.de","http://www.amt-spreenhagen.de","","Gosen-Neu Zittau","BB","No","dotgov","No","No","No","","","","","","No"
